,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
39382,2023,Porsche,Macan S,Small Sport Utility Vehicle 4WD,6.0,2.9,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39383,2023,Porsche,Macan T,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39384,2023,Porsche,Macan GTS,Small Sport Utility Vehicle 4WD,6.0,2.9,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39385,2023,Subaru,Forester AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39386,2023,Subaru,Forester Wilderness AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,26,15.38,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39388,2023,Infiniti,QX60 FWD,Standard Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Front-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39389,2023,Jeep,Wagoneer 2WD,Standard Sport Utility Vehicle 2WD,8.0,5.7,0,0,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39390,2023,Toyota,4Runner 2WD,Standard Sport Utility Vehicle 2WD,6.0,4.0,0,0,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39391,2023,Infiniti,QX60 AWD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39392,2023,Jeep,Grand Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39393,2023,Jeep,Grand Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,8.0,6.4,0,0,0,0,0,0,All-Wheel Drive,15,26.67,12,33.33,18,22.22,16,25.0,14,28.57,12,33.33,10,8
39394,2023,Jeep,Grand Wagoneer L 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39395,2023,Jeep,Wagoneer 4WD,Standard Sport Utility Vehicle 4WD,8.0,5.7,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39396,2023,Land Rover,New Range Rover,Standard Sport Utility Vehicle 4WD,8.0,4.4,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39397,2023,Land Rover,New Range Rover LWB,Standard Sport Utility Vehicle 4WD,8.0,4.4,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39399,2023,Land Rover,New Range Rover LWB,Standard Sport Utility Vehicle 4WD,8.0,4.4,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39400,2023,Land Rover,New Range Rover,Standard Sport Utility Vehicle 4WD,8.0,4.4,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39401,2023,Lexus,GX 460,Standard Sport Utility Vehicle 4WD,8.0,4.6,0,0,0,0,0,0,4-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39402,2023,Mercedes-Benz,GLE450 4matic,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39403,2023,Subaru,Ascent,Standard Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39404,2023,Subaru,Ascent Limited/Touring/Onyx AWD,Standard Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39405,2023,Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,6.0,4.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39406,2023,Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,6.0,4.0,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39411,2023,Lexus,ES 250 AWD,Midsize Cars,4.0,2.5,0,0,97,14,0,0,All-Wheel Drive,28,14.29,22,18.18,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39412,2023,Lexus,ES 300h,Midsize Cars,4.0,2.5,0,0,97,14,0,0,Front-Wheel Drive,44,9.09,35,11.43,44,9.09,39,10.26,34,11.76,29,13.79,25,21
39413,2023,Audi,S8,Large Cars,8.0,4.0,0,0,111,13,0,0,All-Wheel Drive,18,22.22,14,28.57,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39414,2023,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39415,2023,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,4.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39416,2023,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39417,2023,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39418,2023,Toyota,Tacoma 4WD D-CAB MT TRD-ORP/PRO,Small Pickup Trucks 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39419,2023,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39421,2023,Nissan,Frontier 2WD,Standard Pickup Trucks 2WD,6.0,3.8,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39422,2023,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,6.0,3.4,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39423,2023,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,6.0,3.4,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39424,2023,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,6.0,3.4,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39425,2023,Nissan,Frontier 4WD,Standard Pickup Trucks 4WD,6.0,3.8,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39426,2023,Nissan,Frontier 4WD PRO4X,Standard Pickup Trucks 4WD,6.0,3.8,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39427,2023,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,6.0,3.4,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39428,2023,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,6.0,3.4,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39429,2023,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,6.0,3.4,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39430,2023,Toyota,Tundra 4WD PRO,Standard Pickup Trucks 4WD,6.0,3.4,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39432,2023,Infiniti,QX50,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,26,15.38,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39433,2023,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39434,2023,Nissan,Pathfinder 2WD,Small Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Front-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39435,2023,Volkswagen,Tiguan,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,26,15.38,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39436,2023,Volkswagen,Tiguan S,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39437,2023,Infiniti,QX50 AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39438,2023,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,26,15.38,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39439,2023,Nissan,Pathfinder 4WD,Small Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,4-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39440,2023,Nissan,Pathfinder 4WD SL/Platinum,Small Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,4-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39441,2023,Dodge,Durango RWD,Standard Sport Utility Vehicle 2WD,8.0,5.7,0,0,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39443,2023,Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,6.0,3.6,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39444,2023,Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,8.0,5.7,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39445,2023,Mercedes-Benz,GLS450 4matic,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39446,2023,Mercedes-Benz,AMG GLE53 4matic Plus,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39447,2023,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39452,2023,Toyota,Corolla Hatchback,Compact Cars,4.0,2.0,0,0,0,0,85,18,Front-Wheel Drive,35,11.43,28,14.29,41,9.76,36,11.11,32,12.5,28,14.29,24,20
39455,2023,Toyota,Corolla Hatchback XSE,Compact Cars,4.0,2.0,0,0,0,0,85,18,Front-Wheel Drive,33,12.12,26,15.38,38,10.53,34,11.76,30,13.33,26,15.38,22,18
39458,2023,Chevrolet,Malibu,Midsize Cars,4.0,1.5,0,0,100,13,0,0,Front-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39459,2023,Mercedes-Benz,S500 4matic,Large Cars,6.0,3.0,0,0,112,13,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39477,2023,Mercedes-Benz,C300 Coupe,Subcompact Cars,4.0,2.0,79,10,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39478,2023,Mercedes-Benz,C300 4matic Coupe,Subcompact Cars,4.0,2.0,79,10,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39479,2023,Mercedes-Benz,C300 4matic Convertible,Subcompact Cars,4.0,2.0,81,9,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39480,2023,Mercedes-Benz,C300 Convertible,Subcompact Cars,4.0,2.0,81,9,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39481,2023,Lexus,IS 300 AWD,Compact Cars,6.0,3.5,0,0,90,11,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39482,2023,Lexus,IS 350,Compact Cars,6.0,3.5,0,0,90,11,0,0,Rear-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39483,2023,Lexus,IS 350 AWD,Compact Cars,6.0,3.5,0,0,90,11,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39484,2023,Lexus,IS 500,Compact Cars,8.0,5.0,0,0,90,11,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39485,2023,Lexus,IS 300,Compact Cars,4.0,2.0,0,0,90,11,0,0,Rear-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39486,2023,Toyota,Corolla Hybrid,Compact Cars,4.0,1.8,0,0,89,13,0,0,Front-Wheel Drive,47,8.51,37,10.81,43,9.3,38,10.53,33,12.12,29,13.79,25,21
39488,2023,Toyota,Corolla Hybrid AWD,Compact Cars,4.0,1.8,0,0,89,13,0,0,All-Wheel Drive,44,9.09,35,11.43,41,9.76,36,11.11,32,12.5,28,14.29,24,20
39489,2023,Toyota,Corolla,Compact Cars,4.0,2.0,0,0,89,13,0,0,Front-Wheel Drive,35,11.43,28,14.29,41,9.76,36,11.11,32,12.5,28,14.29,24,20
39490,2023,Toyota,Corolla,Compact Cars,4.0,2.0,0,0,89,13,0,0,Front-Wheel Drive,34,11.76,27,14.81,40,10.0,36,11.11,32,12.5,28,14.29,24,20
39491,2023,Hyundai,Elantra N,Midsize Cars,4.0,2.0,0,0,99,14,0,0,Front-Wheel Drive,23,17.39,18,22.22,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39492,2023,Hyundai,Elantra N,Midsize Cars,4.0,2.0,0,0,99,14,0,0,Front-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39493,2023,Lexus,ES 350,Midsize Cars,6.0,3.5,0,0,98,14,0,0,Front-Wheel Drive,26,15.38,20,20.0,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39494,2023,Lexus,ES 350 F Sport,Midsize Cars,6.0,3.5,0,0,98,14,0,0,Front-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39495,2023,Mazda,3 5-Door 2WD,Midsize Cars,4.0,2.5,0,0,0,0,93,20,Front-Wheel Drive,30,13.33,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39496,2023,Mazda,3 5-Door 2WD,Midsize Cars,4.0,2.5,0,0,0,0,93,20,Front-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39497,2023,Mazda,3 5-Door 4WD,Midsize Cars,4.0,2.5,0,0,0,0,93,20,4-Wheel Drive,29,13.79,23,17.39,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39499,2023,Mazda,3 5-Door 4WD,Midsize Cars,4.0,2.5,0,0,0,0,93,20,4-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39500,2023,Mercedes-Benz,E350,Midsize Cars,4.0,2.0,0,0,98,13,0,0,Rear-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39501,2023,Mercedes-Benz,E350 4matic,Midsize Cars,4.0,2.0,0,0,98,13,0,0,All-Wheel Drive,24,16.67,19,21.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39502,2023,Nissan,Maxima,Midsize Cars,6.0,3.5,0,0,98,14,0,0,Front-Wheel Drive,24,16.67,19,21.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39503,2023,Nissan,Altima,Midsize Cars,4.0,2.5,0,0,101,15,0,0,Front-Wheel Drive,32,12.5,25,16.0,39,10.26,35,11.43,31,12.9,27,14.81,23,19
39504,2023,Nissan,Altima AWD,Midsize Cars,4.0,2.5,0,0,101,15,0,0,All-Wheel Drive,30,13.33,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39505,2023,Nissan,Altima SL/SR,Midsize Cars,4.0,2.5,0,0,101,15,0,0,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39506,2023,Nissan,Altima SR,Midsize Cars,4.0,2.0,0,0,101,15,0,0,Front-Wheel Drive,29,13.79,23,17.39,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39507,2023,Toyota,Sienna 2WD,Minivan - 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,36,11.11,28,14.29,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39508,2023,Toyota,Sienna AWD,Minivan - 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,35,11.43,28,14.29,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39510,2023,Honda,CR-V FWD,Small Sport Utility Vehicle 2WD,4.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39511,2023,Kia,Telluride FWD,Small Sport Utility Vehicle 2WD,6.0,3.8,0,0,157,21,0,0,Front-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39512,2023,Honda,CR-V AWD,Small Sport Utility Vehicle 4WD,4.0,1.5,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39513,2023,Jeep,Wrangler 2dr 4WD,Small Sport Utility Vehicle 4WD,6.0,3.6,0,0,0,0,0,0,4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39514,2023,Jeep,Wrangler 4dr 4WD,Small Sport Utility Vehicle 4WD,6.0,3.6,0,0,0,0,0,0,4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39515,2023,Kia,Telluride AWD,Small Sport Utility Vehicle 4WD,6.0,3.8,0,0,157,21,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39516,2023,Mazda,CX-9 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39517,2023,Mercedes-Benz,GLE350,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39518,2023,Mercedes-Benz,GLE350 4matic,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39519,2023,Infiniti,QX80 2WD,Standard Sport Utility Vehicle 2WD,8.0,5.6,0,0,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39521,2023,Infiniti,QX80 4WD,Standard Sport Utility Vehicle 4WD,8.0,5.6,0,0,0,0,0,0,4-Wheel Drive,15,26.67,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39522,2023,Infiniti,QX80 4WD,Standard Sport Utility Vehicle 4WD,8.0,5.6,0,0,0,0,0,0,4-Wheel Drive,15,26.67,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39537,2023,Chevrolet,Camaro,Subcompact Cars,8.0,6.2,77,8,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39538,2023,Mercedes-Benz,Metris (US Postal Long),Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39539,2023,Mercedes-Benz,Metris (US Postal),Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39540,2023,Honda,Passport AWD,Small Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39541,2023,Mercedes-Benz,GLC300 4matic Coupe,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39544,2023,Audi,e-tron GT,Midsize Cars,,,0,0,101,11,0,0,All-Wheel Drive,82,4.88,65,6.15,83,4.82,74,5.41,65,6.15,57,7.02,49,41
39545,2023,Audi,RS e-tron GT,Midsize Cars,,,0,0,101,11,0,0,All-Wheel Drive,81,4.94,64,6.25,82,4.88,73,5.48,64,6.25,56,7.14,48,40
39546,2023,Audi,Q4 e-tron,Small Sport Utility Vehicle 2WD,,,0,0,0,0,0,0,Rear-Wheel Drive,103,3.88,82,4.88,94,4.26,84,4.76,74,5.41,65,6.15,56,47
39547,2023,Audi,e-tron quattro,Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,79,5.06,63,6.35,79,5.06,71,5.63,63,6.35,55,7.27,47,39
39548,2023,Audi,e-tron S (20 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,73,5.48,58,6.9,75,5.33,67,5.97,59,6.78,51,7.84,44,37
39549,2023,Audi,e-tron S Sportback (20 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,75,5.33,60,6.67,78,5.13,70,5.71,62,6.45,54,7.41,46,39
39550,2023,Audi,e-tron Sportback quattro,Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,78,5.13,62,6.45,80,5.0,72,5.56,64,6.25,56,7.14,48,40
39551,2023,Audi,Q4 e-tron quattro,Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,93,4.3,74,5.41,87,4.6,78,5.13,69,5.8,60,6.67,52,44
39552,2023,Audi,Q4 e-tron Sportback,Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,95,4.21,76,5.26,89,4.49,80,5.0,71,5.63,62,6.45,53,45
39554,2023,BMW,i4 M50 Gran Coupe (19 inch wheels),Subcompact Cars,,,0,0,90,10,0,0,All-Wheel Drive,96,4.17,76,5.26,98,4.08,88,4.55,78,5.13,68,5.88,59,50
39555,2023,BMW,i4 M50 Gran Coupe (20 inch wheels),Subcompact Cars,,,0,0,90,10,0,0,All-Wheel Drive,80,5.0,64,6.25,80,5.0,72,5.56,64,6.25,56,7.14,48,40
39556,2023,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),Subcompact Cars,,,0,0,90,10,0,0,Rear-Wheel Drive,109,3.67,87,4.6,108,3.7,97,4.12,86,4.65,75,5.33,65,55
39557,2023,BMW,i7 xDrive60 Sedan (19 inch wheels),Large Cars,,,0,0,112,11,0,0,All-Wheel Drive,89,4.49,71,5.63,92,4.35,82,4.88,72,5.56,63,6.35,54,45
39558,2023,BMW,i7 xDrive60 Sedan (20 inch wheels),Large Cars,,,0,0,112,11,0,0,All-Wheel Drive,83,4.82,66,6.06,85,4.71,76,5.26,67,5.97,58,6.9,50,42
39559,2023,BMW,i7 xDrive60 Sedan (21 inch wheels),Large Cars,,,0,0,112,11,0,0,All-Wheel Drive,87,4.6,69,5.8,89,4.49,80,5.0,71,5.63,62,6.45,53,45
39560,2023,BMW,iX xDrive50 (20 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,86,4.65,68,5.88,87,4.6,78,5.13,69,5.8,60,6.67,52,44
39561,2023,BMW,iX xDrive50 (21 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,83,4.82,66,6.06,84,4.76,75,5.33,66,6.06,58,6.9,50,42
39562,2023,BMW,iX xDrive50 (22 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,86,4.65,68,5.88,85,4.71,76,5.26,67,5.97,58,6.9,50,42
39563,2023,Genesis,Electrified G80,Midsize Cars,,,0,0,99,13,0,0,All-Wheel Drive,97,4.12,77,5.19,89,4.49,80,5.0,71,5.63,62,6.45,53,45
39567,2023,Hyundai,Kona Electric,Small Sport Utility Vehicle 2WD,,,0,0,0,0,0,0,Front-Wheel Drive,120,3.33,96,4.17,106,3.77,95,4.21,84,4.76,73,5.48,63,53
39568,2023,Jaguar,I-Pace EV400 (20 inch tires),Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,4-Wheel Drive,85,4.71,68,5.88,82,4.88,73,5.48,64,6.25,56,7.14,48,40
39569,2023,Jaguar,I-Pace EV400 (22 inch tires),Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,4-Wheel Drive,76,5.26,60,6.67,72,5.56,64,6.25,56,7.14,49,8.16,42,35
