,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
38567,2023,Land Rover,Defender 90,Standard Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,19,21.05,15,26.67,21,19.05,18,22.22,16,25.0,14,28.57,12,10
38571,2023,Kia,Sportage FWD,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38572,2023,Kia,Sportage AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38573,2023,Land Rover,Discovery,Standard Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,21,19.05,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
38574,2023,Land Rover,Discovery MHEV,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,4-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
38575,2023,Land Rover,Defender 110,Standard Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
38576,2023,Land Rover,Defender 110 MHEV,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
38577,2023,Land Rover,Defender 90 MHEV,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
38578,2023,Land Rover,Defender 90,Standard Sport Utility Vehicle 4WD,8.0,5.0,0,0,0,0,0,0,4-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
38579,2023,Land Rover,Defender 110,Standard Sport Utility Vehicle 4WD,8.0,5.0,0,0,0,0,0,0,4-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
38632,2023,Land Rover,Range Rover Evoque,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,27,14.81,24,16.67,21,19.05,18,22.22,15,12
38633,2023,Land Rover,Discovery Sport,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
38664,2023,Genesis,G70 AWD,Compact Cars,6.0,3.3,0,0,94,10,0,0,All-Wheel Drive,20,20.0,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38665,2023,Genesis,G70 RWD,Compact Cars,6.0,3.3,0,0,94,10,0,0,Rear-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
38666,2023,Genesis,G70 RWD,Compact Cars,4.0,2.0,0,0,94,10,0,0,Rear-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38667,2023,Land Rover,Range Rover Evoque MHEV,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38683,2023,Genesis,G70 AWD,Compact Cars,4.0,2.0,0,0,94,10,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38684,2023,Honda,Odyssey,Minivan - 2WD,6.0,3.5,0,0,0,0,0,0,Front-Wheel Drive,22,18.18,17,23.53,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38685,2023,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,104,29,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38686,2023,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,104,29,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38687,2023,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,6.0,3.5,0,0,104,29,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38688,2023,Kia,Sportage Hybrid AWD,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,38,10.53,30,13.33,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38689,2023,Kia,Sportage Hybrid FWD,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,Front-Wheel Drive,43,9.3,34,11.76,44,9.09,39,10.26,34,11.76,29,13.79,25,21
38690,2023,Genesis,GV80 AWD,Standard Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38692,2023,Genesis,GV80 AWD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
38704,2023,MINI,Cooper Convertible,Minicompact Cars,3.0,1.5,76,5,0,0,0,0,Front-Wheel Drive,32,12.5,25,16.0,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38705,2023,MINI,Cooper Convertible,Minicompact Cars,3.0,1.5,76,5,0,0,0,0,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
38706,2023,BMW,M850i xDrive Coupe,Subcompact Cars,8.0,4.4,81,15,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38707,2023,BMW,M850i xDrive Convertible,Subcompact Cars,8.0,4.4,81,12,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38708,2023,BMW,M8 Competition Coupe,Subcompact Cars,8.0,4.4,81,15,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
38709,2023,BMW,M8 Competition Convertible,Subcompact Cars,8.0,4.4,81,12,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
38710,2023,MINI,Cooper Hardtop 2 door,Subcompact Cars,3.0,1.5,0,0,0,0,80,9,Front-Wheel Drive,32,12.5,25,16.0,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38711,2023,MINI,Cooper Hardtop 2 door,Subcompact Cars,3.0,1.5,0,0,0,0,80,9,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
38712,2023,MINI,Cooper Hardtop 4 door,Subcompact Cars,3.0,1.5,0,0,0,0,84,9,Front-Wheel Drive,32,12.5,25,16.0,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38714,2023,MINI,Cooper Hardtop 4 door,Subcompact Cars,3.0,1.5,0,0,0,0,84,9,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
38715,2023,BMW,X2 M35i,Midsize Cars,4.0,2.0,0,0,0,0,94,21,All-Wheel Drive,27,14.81,21,19.05,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38716,2023,BMW,M850i xDrive Gran Coupe,Midsize Cars,8.0,4.4,0,0,100,16,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38717,2023,BMW,Alpina B8 Gran Coupe,Midsize Cars,8.0,4.4,0,0,100,16,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38718,2023,BMW,M8 Competition Gran Coupe,Midsize Cars,8.0,4.4,0,0,100,11,0,0,All-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
38719,2023,Kia,Stinger AWD,Midsize Cars,4.0,2.5,0,0,95,23,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38720,2023,Kia,Stinger RWD,Midsize Cars,4.0,2.5,0,0,95,23,0,0,Rear-Wheel Drive,25,16.0,20,20.0,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38721,2023,Kia,Stinger AWD,Midsize Cars,6.0,3.3,0,0,95,23,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38722,2023,Kia,Stinger RWD,Midsize Cars,6.0,3.3,0,0,95,23,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
38723,2023,MINI,Cooper Countryman,Midsize Cars,3.0,1.5,0,0,0,0,97,18,Front-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38725,2023,MINI,Cooper Countryman All4,Midsize Cars,3.0,1.5,0,0,0,0,97,18,All-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38726,2023,MINI,John Cooper Works Clubman All4,Midsize Cars,4.0,2.0,0,0,0,0,92,18,All-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38727,2023,MINI,JCW Countryman All4,Midsize Cars,4.0,2.0,0,0,0,0,97,18,All-Wheel Drive,26,15.38,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38728,2023,Genesis,G90 AWD,Large Cars,6.0,3.5,0,0,109,11,0,0,All-Wheel Drive,21,19.05,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38729,2023,Kia,Seltos FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,31,12.9,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
38730,2023,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,4.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,26,15.38,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38731,2023,Mitsubishi,Eclipse Cross ES 2WD,Small Sport Utility Vehicle 2WD,4.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38732,2023,Jaguar,E-Pace,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38733,2023,Kia,Seltos AWD,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,27,14.81,21,19.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38734,2023,Kia,Seltos AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38736,2023,Mazda,CX-50 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,27,14.81,21,19.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38737,2023,Mazda,CX-50 4WD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,4-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38738,2023,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,4.0,1.5,0,0,0,0,0,0,4-Wheel Drive,25,16.0,20,20.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38739,2023,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,4.0,1.5,0,0,0,0,0,0,4-Wheel Drive,26,15.38,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38747,2023,MINI,Cooper S Convertible,Minicompact Cars,4.0,2.0,76,5,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
38748,2023,MINI,Cooper S Convertible,Minicompact Cars,4.0,2.0,76,5,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38749,2023,MINI,John Cooper Works Convertible,Minicompact Cars,4.0,2.0,76,5,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38750,2023,BMW,840i Coupe,Subcompact Cars,6.0,3.0,81,15,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38751,2023,BMW,840i xDrive Coupe,Subcompact Cars,6.0,3.0,81,15,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38752,2023,BMW,840i Convertible,Subcompact Cars,6.0,3.0,81,12,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38753,2023,BMW,840i xDrive Convertible,Subcompact Cars,6.0,3.0,81,12,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38754,2023,MINI,Cooper S Hardtop 2 door,Subcompact Cars,4.0,2.0,0,0,0,0,80,9,Front-Wheel Drive,31,12.9,24,16.67,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38755,2023,MINI,Cooper S Hardtop 2 door,Subcompact Cars,4.0,2.0,0,0,0,0,80,9,Front-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38756,2023,MINI,Cooper S Hardtop 4 door,Subcompact Cars,4.0,2.0,0,0,0,0,84,9,Front-Wheel Drive,31,12.9,24,16.67,38,10.53,34,11.76,30,13.33,26,15.38,22,18
38758,2023,MINI,Cooper S Hardtop 4 door,Subcompact Cars,4.0,2.0,0,0,0,0,84,9,Front-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38759,2023,MINI,John Cooper Works Hardtop 2 door,Subcompact Cars,4.0,2.0,0,0,0,0,80,9,Front-Wheel Drive,29,13.79,23,17.39,34,11.76,30,13.33,26,15.38,22,18.18,19,16
38760,2023,MINI,John Cooper Works Hardtop 2 door,Subcompact Cars,4.0,2.0,0,0,0,0,80,9,Front-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38761,2023,BMW,430i xDrive Gran Coupe,Compact Cars,4.0,2.0,0,0,91,12,0,0,All-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38762,2023,BMW,X2 xDrive28i,Midsize Cars,4.0,2.0,0,0,0,0,94,21,All-Wheel Drive,27,14.81,21,19.05,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38763,2023,BMW,X2 sDrive28i,Midsize Cars,4.0,2.0,0,0,0,0,94,21,Front-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38764,2023,BMW,840i Gran Coupe,Midsize Cars,6.0,3.0,0,0,100,16,0,0,Rear-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38765,2023,BMW,840i xDrive Gran Coupe,Midsize Cars,6.0,3.0,0,0,100,16,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38766,2023,MINI,Cooper S Clubman,Midsize Cars,4.0,2.0,0,0,0,0,92,18,Front-Wheel Drive,29,13.79,23,17.39,35,11.43,31,12.9,27,14.81,23,17.39,20,17
38767,2023,MINI,Cooper S Clubman,Midsize Cars,4.0,2.0,0,0,0,0,92,18,Front-Wheel Drive,25,16.0,20,20.0,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38769,2023,MINI,Cooper S Countryman,Midsize Cars,4.0,2.0,0,0,0,0,97,18,Front-Wheel Drive,28,14.29,22,18.18,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38770,2023,MINI,Cooper S Countryman All4,Midsize Cars,4.0,2.0,0,0,0,0,97,18,All-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38771,2023,MINI,Cooper S Clubman All4,Midsize Cars,4.0,2.0,0,0,0,0,92,18,All-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38772,2023,Genesis,G90 MHEV,Large Cars,6.0,3.5,0,0,109,11,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38774,2023,Subaru,BRZ,Minicompact Cars,4.0,2.4,77,6,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,27,14.81,24,16.67,21,19.05,18,22.22,15,12
38775,2023,Subaru,BRZ,Minicompact Cars,4.0,2.4,77,6,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38781,2023,Hyundai,Elantra,Midsize Cars,4.0,2.0,0,0,99,14,0,0,Front-Wheel Drive,34,11.76,27,14.81,40,10.0,36,11.11,32,12.5,28,14.29,24,20
38782,2023,Hyundai,Elantra,Midsize Cars,4.0,2.0,0,0,99,14,0,0,Front-Wheel Drive,37,10.81,29,13.79,42,9.52,37,10.81,32,12.5,28,14.29,24,20
38783,2023,Hyundai,Elantra,Midsize Cars,4.0,1.6,0,0,99,14,0,0,Front-Wheel Drive,31,12.9,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
38784,2023,Hyundai,Elantra Hybrid,Midsize Cars,4.0,1.6,0,0,99,14,0,0,Front-Wheel Drive,50,8.0,40,10.0,52,7.69,46,8.7,40,10.0,35,11.43,30,25
38785,2023,Hyundai,Elantra Hybrid Blue,Midsize Cars,4.0,1.6,0,0,99,14,0,0,Front-Wheel Drive,54,7.41,43,9.3,56,7.14,50,8.0,44,9.09,38,10.53,33,28
38786,2023,Genesis,G80 AWD,Large Cars,4.0,2.5,0,0,107,15,0,0,All-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38789,2023,Genesis,G80 RWD,Large Cars,4.0,2.5,0,0,107,15,0,0,Rear-Wheel Drive,26,15.38,20,20.0,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38790,2023,Genesis,G80 AWD,Large Cars,6.0,3.5,0,0,107,15,0,0,All-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
38791,2023,Kia,Soul,Small Station Wagons,4.0,2.0,0,0,101,24,0,0,Front-Wheel Drive,30,13.33,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38792,2023,Kia,Soul Eco dynamics,Small Station Wagons,4.0,2.0,0,0,101,24,0,0,Front-Wheel Drive,31,12.9,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
38793,2023,Kia,Carnival,Minivan - 2WD,6.0,3.5,0,0,0,0,0,0,Front-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38794,2023,Buick,Encore GX FWD,Small Sport Utility Vehicle 2WD,3.0,1.2,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38795,2023,Buick,Encore GX FWD,Small Sport Utility Vehicle 2WD,3.0,1.3,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38796,2023,Chevrolet,Trailblazer FWD,Small Sport Utility Vehicle 2WD,3.0,1.2,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38797,2023,Chevrolet,Trailblazer FWD,Small Sport Utility Vehicle 2WD,3.0,1.3,0,0,0,0,0,0,Front-Wheel Drive,31,12.9,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38798,2023,Hyundai,Palisade FWD,Small Sport Utility Vehicle 2WD,6.0,3.8,0,0,155,18,0,0,Front-Wheel Drive,22,18.18,17,23.53,27,14.81,24,16.67,21,19.05,18,22.22,15,12
38800,2023,Buick,Encore GX AWD,Small Sport Utility Vehicle 4WD,3.0,1.3,0,0,0,0,0,0,All-Wheel Drive,27,14.81,21,19.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38801,2023,Chevrolet,Trailblazer AWD,Small Sport Utility Vehicle 4WD,3.0,1.3,0,0,0,0,0,0,All-Wheel Drive,28,14.29,22,18.18,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38802,2023,Hyundai,Palisade AWD,Small Sport Utility Vehicle 4WD,6.0,3.8,0,0,155,18,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
38803,2023,Hyundai,Santa Fe Hybrid,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,32,12.5,25,16.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38804,2023,Hyundai,Santa Fe Hybrid Blue,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,34,11.76,27,14.81,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38814,2023,Hyundai,Kona FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,32,12.5,25,16.0,35,11.43,31,12.9,27,14.81,23,17.39,20,17
38815,2023,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,4.0,1.6,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38816,2023,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,30,13.33,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38817,2023,BMW,iX M60 (21 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,77,5.19,61,6.56,80,5.0,72,5.56,64,6.25,56,7.14,48,40
38818,2023,BMW,iX M60 (22 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,78,5.13,62,6.45,80,5.0,72,5.56,64,6.25,56,7.14,48,40
38819,2023,Genesis,GV60 ADVANCE,Large Cars,,,0,0,102,24,0,0,All-Wheel Drive,95,4.21,76,5.26,86,4.65,77,5.19,68,5.88,59,6.78,51,43
38820,2023,Genesis,GV60 PERFORMANCE,Large Cars,,,0,0,102,24,0,0,All-Wheel Drive,90,4.44,72,5.56,82,4.88,73,5.48,64,6.25,56,7.14,48,40
38822,2023,MINI,Cooper SE Hardtop 2 door,Subcompact Cars,,,0,0,0,0,80,9,Front-Wheel Drive,110,3.64,88,4.55,100,4.0,90,4.44,80,5.0,70,5.71,60,51
38823,2023,MINI,Cooper SE Countryman All4,Midsize Cars,3.0,1.5,0,0,0,0,95,17,All-Wheel Drive,29,13.79,23,17.39,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38829,2023,Acura,Integra,Large Cars,4.0,1.5,0,0,96,24,0,0,Front-Wheel Drive,33,12.12,26,15.38,37,10.81,33,12.12,29,13.79,25,16.0,21,17
38830,2023,Acura,Integra A-Spec,Large Cars,4.0,1.5,0,0,96,24,0,0,Front-Wheel Drive,32,12.5,25,16.0,36,11.11,32,12.5,28,14.29,24,16.67,20,17
38831,2023,Acura,Integra A-Spec,Large Cars,4.0,1.5,0,0,96,24,0,0,Front-Wheel Drive,30,13.33,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
38833,2023,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,30,13.33,24,16.67,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38834,2023,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
38835,2023,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,34,11.76,30,13.33,26,15.38,22,18.18,19,16
38836,2023,Chevrolet,Camaro,Subcompact Cars,6.0,3.6,77,8,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
38837,2023,Chevrolet,Camaro,Subcompact Cars,4.0,2.0,77,8,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,28,14.29,25,16.0,22,18.18,19,21.05,16,13
38838,2023,Chevrolet,Camaro,Subcompact Cars,4.0,2.0,77,8,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
38839,2023,Chevrolet,Camaro,Subcompact Cars,8.0,6.2,77,8,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,20,20.0,18,22.22,16,25.0,14,28.57,12,10
38840,2023,Chevrolet,Camaro,Subcompact Cars,8.0,6.2,77,8,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
38841,2023,Chevrolet,Camaro,Subcompact Cars,8.0,6.2,77,8,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
38842,2023,Kia,Forte,Midsize Cars,4.0,1.6,0,0,96,15,0,0,Front-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
38844,2023,Kia,Forte,Midsize Cars,4.0,1.6,0,0,96,15,0,0,Front-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
38845,2023,Kia,Forte FE,Midsize Cars,4.0,2.0,0,0,96,15,0,0,Front-Wheel Drive,34,11.76,27,14.81,41,9.76,36,11.11,32,12.5,28,14.29,24,20
38846,2023,Kia,Forte,Midsize Cars,4.0,2.0,0,0,96,15,0,0,Front-Wheel Drive,32,12.5,25,16.0,39,10.26,35,11.43,31,12.9,27,14.81,23,19
38850,2023,Kia,K5,Large Cars,4.0,1.6,0,0,105,16,0,0,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
38851,2023,Kia,K5 AWD,Large Cars,4.0,1.6,0,0,105,16,0,0,All-Wheel Drive,28,14.29,22,18.18,33,12.12,29,13.79,25,16.0,22,18.18,19,16
38852,2023,Kia,K5,Large Cars,4.0,2.5,0,0,105,16,0,0,Front-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
38857,2023,Honda,HR-V AWD,Small Station Wagons,4.0,2.0,0,0,99,24,0,0,All-Wheel Drive,27,14.81,21,19.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
